employee_id,department,salary,tenure,engagement_score,attrition,last_promotion_date,working_hours_per_month,kpi_score,work_life_balance_score,overtime_hours,job_satisfaction,number_of_projects,distance_from_home,trainings_and_certifications,hire_date,engagement_trend
E0848,GRCS,71815.9,2.1,4.24,0,2021-01-21,192.1,5.5,4,9,3,1,37,1,2016-03-23,2.9566666666666683
E0849,Customer Success,50484.51,2.17,2.39,1,2022-03-25,120.0,33.6,3,6,5,2,23,2,2017-05-24,3.643333333333335
E0850,TSS,51507.54,3.8,1.26,0,2025-03-05,184.1,7.6,3,6,3,3,43,2,2024-02-05,3.2066666666666683
E0851,Marketing and Communications,68986.13,2.4,1.4,0,2025-04-11,141.3,52.0,4,7,3,2,23,1,2017-11-19,2.6300000000000012
E0852,Finance,60730.74,2.2,2.28,0,2020-06-16,132.6,17.3,3,4,3,3,35,3,2020-06-15,1.6833333333333345
E0853,Product Engineering,90767.07,6.8,2.45,0,2022-07-29,183.6,30.4,4,6,3,4,41,3,2018-01-31,1.6466666666666676
E0854,Finance,72630.18,2.73,3.13,1,2025-03-08,174.6,13.6,1,4,5,0,39,3,2018-01-14,2.043333333333335
E0855,Finance,76199.82,2.38,1.63,1,2020-08-15,185.1,3.0,2,8,5,5,32,4,2020-10-08,2.620000000000001
E0856,TSS,48780.66,1.9,4.07,0,2021-10-09,176.0,12.5,4,4,4,0,2,2,2019-02-13,2.4033333333333347
E0857,Sales,63424.79,0.84,2.65,1,2024-04-13,200.0,22.0,3,5,3,5,47,1,2021-03-03,2.943333333333335
E0858,GRCS,72001.34,3.5,2.49,0,2024-09-11,171.2,5.5,3,3,3,4,44,5,2024-02-10,2.783333333333335
E0859,TSS,49519.29,4.2,3.54,0,2024-01-16,156.9,66.2,3,5,3,4,48,6,2020-02-12,3.0700000000000016
E0860,Business Solution,80668.03,1.89,2.75,1,2022-08-25,166.9,26.0,2,5,5,4,16,4,2016-08-16,2.893333333333335
E0861,Sales,76150.02,3.9,3.92,0,2021-10-28,184.9,15.7,3,4,4,2,16,2,2019-07-19,2.926666666666668
E0862,GRCS,76510.4,4.0,3.3,0,2025-04-05,144.4,43.6,2,3,3,1,3,3,2018-08-15,3.4033333333333347
E0863,Sales,100663.62,4.3,,0,2023-12-28,147.0,21.9,4,6,1,2,28,2,2024-08-26,3.3233333333333346
E0864,Sales,80178.96,0.9,1.75,0,2024-06-18,153.8,37.0,4,9,3,5,29,3,2019-12-14,
E0865,GRCS,77046.01,2.1,3.73,0,2021-01-21,120.0,11.2,2,5,5,2,20,2,2017-05-30,
E0866,Finance,78533.36,3.6,3.14,0,2024-04-12,162.8,44.7,3,6,3,1,36,2,2020-06-07,
E0867,Finance,73651.03,2.7,3.81,0,2023-03-30,122.3,13.3,3,4,2,5,33,3,2024-05-10,2.873333333333335
E0868,Product Engineering,96294.65,4.0,2.5,0,2023-10-03,161.1,25.4,2,3,1,3,22,3,2016-11-14,3.560000000000002
E0869,Product Engineering,89242.05,3.4,4.03,0,2023-02-12,177.3,25.1,2,9,3,1,8,2,2023-10-31,3.1500000000000017
E0870,Sales,87004.98,0.35,2.85,1,2023-01-05,150.5,49.5,3,5,5,0,47,1,2018-02-24,3.4466666666666677
E0871,HR,73186.5,4.9,3.19,0,2021-03-03,193.5,29.1,3,9,5,5,24,2,2025-02-28,3.1266666666666683
E0872,Customer Success,66485.77,2.0,,0,2021-08-25,130.8,30.9,3,4,5,3,37,7,2017-11-27,3.356666666666668
E0873,Sales,79507.18,1.5,2.5,0,2023-02-01,183.8,41.5,3,8,4,3,20,3,2018-03-12,
E0874,TSS,65106.14,4.8,3.56,0,2023-10-13,173.5,11.8,4,3,3,2,12,1,2021-01-09,
E0875,Finance,56517.28,3.8,3.29,0,2024-06-30,125.7,21.1,4,3,3,2,20,4,2024-11-14,
E0876,Marketing and Communications,75435.56,5.2,2.59,0,2022-09-25,200.0,43.6,3,5,3,3,20,2,2015-12-25,3.1166666666666685
E0877,Customer Success,55475.05,3.1,1.43,0,2023-09-09,158.7,34.5,4,8,4,2,4,1,2015-10-07,3.1466666666666683
E0878,TSS,71815.9,2.1,2.03,0,2024-12-17,142.5,22.4,3,3,3,5,30,5,2016-08-30,2.436666666666668
E0879,Finance,84384.23,2.9,3.81,0,2020-08-05,131.9,39.2,4,4,4,3,31,2,2016-01-21,2.016666666666668
E0880,Finance,58382.42,1.3,2.14,0,2024-02-25,155.6,17.3,3,8,2,4,22,0,2025-02-03,2.4233333333333347
E0881,Marketing and Communications,81881.74,1.0,4.2,0,2021-01-11,157.5,17.5,4,3,3,3,15,1,2019-10-14,2.6600000000000015
E0882,TSS,61107.29,1.8,4.78,0,2022-12-16,162.1,15.0,3,3,4,5,38,3,2018-11-13,3.383333333333335
E0883,Datazone,71800.77,6.0,2.85,0,2022-06-06,154.0,32.8,2,2,5,1,37,1,2025-01-06,3.7066666666666683
E0884,Business Solution,68616.44,1.9,3.86,0,2023-01-12,172.7,16.7,3,7,3,3,28,2,2022-05-15,3.9433333333333347
E0885,Finance,61510.82,0.7,3.41,0,2021-04-08,152.2,50.7,3,2,1,4,11,2,2015-10-19,3.830000000000002
E0886,Customer Success,64690.82,2.4,3.67,0,2023-09-20,121.3,76.5,3,6,5,2,14,4,2023-10-03,3.373333333333335
E0887,Finance,67943.95,1.9,4.42,0,2024-08-28,157.0,14.3,3,5,4,1,11,3,2024-07-25,3.6466666666666683
E0888,Datazone,74048.8,4.9,2.8,0,2020-04-16,120.0,22.6,4,6,3,1,9,2,2020-03-17,3.8333333333333344
E0889,HR,63663.51,5.8,1.12,0,2024-11-23,167.1,38.3,3,2,3,3,24,1,2020-06-03,3.6300000000000012
E0890,Marketing and Communications,74680.07,2.0,3.76,0,2024-03-18,140.4,32.8,3,10,3,3,10,1,2023-07-01,2.780000000000001
E0891,Product Engineering,89721.58,3.1,4.15,0,2023-10-18,163.3,20.1,2,3,3,1,38,2,2019-06-13,2.5600000000000014
E0892,Business Solution,84339.32,3.3,1.56,0,2020-09-28,186.3,32.7,5,6,4,6,43,4,2022-03-11,3.0100000000000016
E0893,Sales,56445.28,2.6,4.48,0,2021-11-16,141.0,37.0,4,5,2,2,41,1,2020-05-05,3.156666666666668
E0894,Customer Success,67887.91,2.3,4.73,0,2024-09-09,181.2,38.3,4,7,2,1,37,4,2022-12-31,3.3966666666666683
E0895,Finance,70843.04,1.4,3.66,0,2023-05-12,151.3,53.6,3,6,1,6,42,5,2016-07-10,3.5900000000000016
E0896,HR,67080.86,0.6,1.66,0,2024-07-09,195.1,39.8,3,7,3,3,32,6,2016-04-20,4.290000000000002
E0897,Product Engineering,122679.16,1.4,3.36,0,2024-01-16,152.7,22.0,2,4,2,1,20,3,2017-12-21,3.3500000000000014
E0898,TSS,59357.15,2.5,,0,2020-09-20,143.2,14.6,3,7,3,2,14,5,2022-10-05,2.8933333333333344
E0899,Datazone,80786.52,0.63,3.5,1,2022-01-05,173.7,22.0,3,4,1,2,38,1,2022-05-09,
E0900,Finance,82673.72,2.1,1.5,1,2022-07-21,151.3,31.3,2,8,3,4,4,3,2023-07-10,
E0901,TSS,64471.02,1.96,3.32,1,2024-12-14,143.2,7.3,1,9,3,3,24,3,2023-03-08,
E0902,Finance,61545.53,1.9,3.05,0,2021-05-25,150.4,24.9,3,5,1,3,32,4,2018-10-02,2.7733333333333348
E0903,Customer Success,50556.91,2.2,2.94,0,2022-09-24,159.1,61.4,3,4,4,5,10,1,2021-01-25,2.6233333333333344
E0904,Sales,76423.71,0.77,1.87,1,2024-01-04,186.8,78.8,1,7,3,1,43,1,2017-09-22,3.103333333333334
E0905,Product Engineering,109441.38,4.3,2.84,0,2024-05-27,121.3,30.9,2,2,2,3,16,0,2020-08-07,2.620000000000001
E0906,Business Solution,81556.01,4.2,2.76,0,2021-04-25,160.5,7.5,4,8,3,5,39,1,2020-09-18,2.550000000000001
E0907,PMO,66018.27,1.2,1.3,0,2020-07-11,172.5,35.4,2,5,5,3,32,5,2021-02-27,2.490000000000001
E0908,HR,55815.87,0.84,3.18,1,2022-04-26,163.9,6.7,2,8,5,3,18,5,2022-01-24,2.300000000000001
E0909,Sales,67320.08,0.98,2.45,1,2021-08-18,186.2,20.0,3,7,1,2,25,2,2017-07-04,2.4133333333333344
E0910,Customer Success,66875.1,3.7,3.68,0,2022-12-04,158.5,31.8,4,6,4,4,7,3,2021-08-02,2.3100000000000014
E0911,HR,48197.83,2.31,3.05,1,2024-12-19,156.3,37.4,1,10,3,4,47,1,2024-01-16,3.103333333333335
E0912,Customer Success,43483.18,4.8,3.82,0,2020-05-25,171.8,53.7,4,7,2,4,18,4,2024-11-01,3.060000000000001
E0913,Sales,65724.76,5.1,3.43,0,2024-12-23,162.0,7.1,3,0,3,0,47,6,2017-02-01,3.516666666666668
E0914,GRCS,58074.23,0.63,2.87,1,2023-10-02,152.2,26.3,3,6,3,4,18,6,2020-09-16,3.433333333333335
E0915,Sales,72451.72,2.52,3.4,1,2021-01-27,170.3,18.2,1,9,3,2,3,2,2019-05-25,3.3733333333333344
E0916,HR,49861.42,5.0,3.39,0,2022-03-12,146.9,38.8,2,7,4,2,1,1,2023-03-21,3.2333333333333343
E0917,Product Engineering,110560.63,1.54,2.68,1,2021-03-31,147.8,10.9,3,4,4,5,33,0,2017-05-14,3.220000000000001
E0918,Business Solution,58316.77,2.6,3.49,0,2024-03-16,149.4,8.8,2,3,3,3,7,2,2019-11-01,3.1566666666666676
E0919,Datazone,77650.77,2.4,4.77,0,2021-04-12,187.1,27.9,3,9,3,2,10,2,2022-12-06,3.186666666666668
E0920,Product Engineering,90140.01,1.75,3.73,1,2021-08-04,120.0,4.3,1,9,3,5,44,6,2019-07-02,3.646666666666668
E0921,Sales,82099.17,3.01,,1,2024-07-09,167.9,45.6,2,10,3,2,8,6,2017-09-05,3.996666666666668
E0922,Product Engineering,70507.63,6.7,4.29,0,2022-10-06,160.7,35.6,3,4,5,1,32,7,2016-12-05,
E0923,Business Solution,81446.09,5.6,1.86,0,2024-08-11,126.4,25.4,4,2,4,3,23,2,2016-02-22,
E0924,Sales,71566.46,1.9,3.08,0,2022-08-10,166.2,18.9,2,6,5,3,17,3,2020-03-21,
E0925,TSS,57334.48,2.17,1.55,1,2023-10-25,169.5,26.8,1,4,4,1,14,6,2021-10-26,3.076666666666668
E0926,HR,66808.73,1.6,2.48,0,2024-05-21,171.8,25.9,3,4,3,3,17,2,2022-05-25,2.1633333333333344
E0927,GRCS,65277.01,1.19,1.18,1,2024-04-19,120.0,52.5,1,11,3,1,25,6,2019-07-04,2.3700000000000014
E0928,Customer Success,68563.07,2.6,3.77,0,2022-05-10,187.3,53.0,3,4,3,4,21,1,2017-12-31,1.736666666666668
E0929,HR,51635.0,1.7,3.72,0,2024-03-02,145.2,51.7,2,3,3,3,6,3,2020-11-07,2.476666666666668
E0930,Datazone,105191.38,1.26,3.84,1,2024-12-20,173.7,55.5,1,6,4,4,20,4,2025-02-09,2.890000000000001
E0931,Business Solution,73470.78,3.1,3.6,0,2021-07-06,174.8,34.8,2,2,3,3,49,3,2020-08-08,3.7766666666666677
E0932,Product Engineering,130284.26,3.6,1.5,0,2023-07-18,142.5,17.1,3,7,3,6,20,1,2018-07-06,3.720000000000001
E0933,GRCS,47390.75,3.5,3.89,0,2021-11-26,173.2,47.9,5,7,4,1,26,6,2017-12-29,2.980000000000001
E0934,Finance,71880.24,3.5,2.31,0,2024-08-09,152.3,54.7,1,2,4,3,32,3,2023-10-05,2.996666666666668
E0935,HR,85797.85,1.1,3.16,0,2021-06-11,120.0,43.5,3,4,3,5,8,4,2024-01-15,2.5666666666666678
E0936,TSS,52502.42,1.12,1.5,1,2020-11-15,183.4,44.2,1,6,4,2,45,6,2023-03-23,3.120000000000001
E0937,Product Engineering,86210.84,2.7,4.49,0,2022-08-19,144.5,19.8,5,5,2,3,48,2,2023-10-08,2.3233333333333346
E0938,Datazone,86586.17,4.8,2.53,0,2023-10-24,142.9,45.0,3,6,3,2,44,2,2020-07-13,3.050000000000001
E0939,Customer Success,71815.9,6.089999999999999,1.82,1,2023-03-04,151.9,14.0,1,8,1,5,29,2,2023-09-29,2.840000000000001
E0940,HR,54470.85,3.2,4.27,0,2024-08-07,165.4,51.2,3,8,1,0,17,1,2015-09-05,2.9466666666666677
E0941,GRCS,68756.44,4.0,2.42,0,2022-07-22,158.9,21.2,2,4,4,1,18,4,2016-10-24,2.8733333333333344
E0942,Customer Success,69334.6,1.0,4.07,0,2020-04-20,171.0,8.5,1,1,3,3,40,2,2021-12-21,2.836666666666668
E0943,Business Solution,70198.92,4.0,2.89,0,2022-09-08,133.2,58.8,3,4,4,3,18,4,2023-11-18,3.586666666666668
E0944,Finance,61602.56,7.4,2.66,0,2022-10-27,145.2,44.7,1,6,4,4,11,0,2023-01-23,3.1266666666666683
E0945,TSS,58618.05,1.6,1.65,0,2025-04-10,157.7,36.8,3,3,2,4,45,5,2019-05-18,3.2066666666666683
E0946,Datazone,85573.98,1.9,4.04,0,2025-03-19,198.0,33.5,3,4,4,4,12,0,2018-12-10,2.4000000000000012
E0947,Product Engineering,99407.16,4.3,4.65,0,2024-06-12,157.7,20.8,3,1,3,5,15,0,2025-03-16,2.783333333333335
E0948,Product Engineering,106167.92,2.7,3.0,0,2021-07-18,181.7,41.1,2,7,2,3,26,2,2021-04-14,3.4466666666666677
E0949,Customer Success,66248.68,0.6,4.35,0,2024-01-30,160.8,14.2,5,2,4,4,3,8,2016-02-10,3.8966666666666683
E0950,Customer Success,58103.24,1.3299999999999998,1.66,1,2024-11-11,150.3,10.2,2,11,4,0,3,3,2016-02-22,4.000000000000001
E0951,Customer Success,58438.82,5.8,3.21,0,2024-05-26,155.1,50.8,2,6,3,4,38,4,2020-01-26,3.0033333333333343
E0952,Finance,84396.55,2.2,2.3,0,2023-03-21,156.6,43.6,3,5,5,4,35,1,2023-09-14,3.073333333333334
E0953,Product Engineering,86728.37,2.2,4.02,0,2023-02-09,172.1,50.1,3,10,3,1,9,1,2023-04-16,2.390000000000001
E0954,Sales,84661.0,4.2,2.53,0,2024-12-22,187.5,62.6,1,7,5,5,43,2,2020-02-22,3.1766666666666676
E0955,Sales,71815.9,3.3,3.35,0,2024-11-26,167.2,12.9,3,5,3,2,40,3,2024-05-30,2.950000000000001
E0956,GRCS,54635.74,2.2,3.94,0,2023-06-28,183.7,36.4,2,4,2,2,4,4,2015-06-03,3.3000000000000007
E0957,TSS,62787.17,1.26,3.58,1,2024-02-26,140.7,25.3,2,13,3,3,20,4,2017-02-09,3.2733333333333348
E0958,Finance,72357.59,10.0,4.41,0,2023-01-07,151.7,39.5,4,4,2,4,15,2,2022-08-12,3.623333333333335
E0959,Marketing and Communications,74949.59,5.3,1.41,0,2021-11-20,145.5,21.0,3,3,3,4,29,6,2017-07-24,3.976666666666668
E0960,Datazone,96430.08,3.5,3.73,0,2022-04-24,166.3,47.7,3,1,4,2,5,4,2019-10-13,3.1333333333333346
E0961,Customer Success,57177.64,2.59,2.56,1,2025-02-22,152.8,44.4,2,9,3,1,39,4,2021-07-03,3.183333333333335
E0962,HR,61055.56,2.5,3.23,0,2023-07-16,174.6,35.2,5,5,2,5,40,4,2022-02-21,2.566666666666668
E0963,Sales,78569.98,3.2,3.62,0,2022-04-08,141.4,4.1,5,7,3,4,7,0,2021-07-04,3.1733333333333342
E0964,HR,61039.88,2.3,,0,2023-10-11,160.9,23.1,2,5,2,5,8,8,2016-01-20,3.136666666666668
E0965,Sales,74335.1,1.5,3.75,0,2020-08-26,173.7,61.3,2,2,4,3,32,3,2022-02-05,
E0966,Marketing and Communications,70895.82,3.3,2.36,0,2022-12-27,120.0,39.6,3,5,4,3,36,4,2016-02-25,
E0967,HR,59561.46,2.2,1.72,0,2024-04-21,200.0,52.1,3,9,5,2,33,5,2024-12-25,
E0968,GRCS,61425.77,3.4,3.93,0,2023-07-11,154.3,4.9,1,11,2,3,37,6,2024-11-03,2.6100000000000017
E0969,Sales,89466.5,3.8,4.01,0,2023-07-26,120.0,4.5,1,6,3,1,32,5,2018-08-05,2.6700000000000017
E0970,Customer Success,72730.97,3.5,4.15,0,2021-07-29,163.2,25.2,4,6,3,2,43,0,2021-06-13,3.220000000000001
E0971,Product Engineering,107846.02,0.98,2.24,1,2024-06-29,160.7,36.0,2,5,5,4,36,4,2024-09-10,4.030000000000001
E0972,Marketing and Communications,62647.77,2.0,4.37,0,2020-08-06,158.4,39.7,3,8,4,2,34,1,2020-03-11,3.4666666666666686
E0973,Finance,81150.54,2.2,3.68,0,2021-05-10,179.8,21.8,4,3,2,5,49,1,2016-07-13,3.5866666666666682
E0974,TSS,83129.18,3.22,3.23,1,2024-07-21,174.9,27.2,2,10,3,4,25,2,2021-11-08,3.4300000000000015
E0975,HR,47387.04,4.5,4.09,0,2023-02-08,166.0,8.0,4,7,4,2,44,2,2023-11-11,3.7600000000000016
E0976,Customer Success,78977.03,1.7,2.64,0,2021-02-18,169.0,31.5,3,6,4,4,32,3,2022-12-11,3.666666666666668
E0977,TSS,60237.04,1.1,2.51,0,2024-01-10,157.9,11.7,2,6,4,1,2,1,2024-08-20,3.3200000000000016
E0978,Sales,67114.49,8.9,3.35,0,2021-02-16,195.5,43.3,3,3,2,4,9,4,2020-01-16,3.0800000000000014
E0979,Customer Success,63797.86,3.4,,0,2024-10-03,130.4,26.9,3,7,5,2,38,1,2017-04-21,2.8333333333333344
E0980,PMO,76922.04,0.7,2.48,1,2024-03-02,162.8,42.5,3,6,2,7,29,4,2017-06-21,
E0981,Business Solution,89411.51,1.8,3.19,0,2020-05-30,161.3,18.0,2,4,5,3,38,2,2016-12-04,
E0982,Datazone,84251.64,3.29,2.93,1,2021-07-04,176.3,30.3,3,12,4,2,18,4,2021-12-25,
E0983,TSS,66899.11,5.39,,1,2023-10-08,143.1,18.1,2,8,4,6,22,3,2021-08-18,2.8666666666666685
E0984,Marketing and Communications,70098.38,7.0,4.29,0,2021-08-05,125.1,14.9,2,2,4,1,35,10,2021-01-19,
E0985,Sales,67751.59,3.4,2.56,0,2020-12-01,163.1,22.3,3,4,2,2,15,2,2024-10-09,
E0986,Marketing and Communications,69101.26,1.89,3.1,1,2024-04-10,165.6,15.0,2,5,1,4,7,2,2021-07-02,
E0987,Sales,71420.09,1.3,3.92,0,2022-07-15,189.8,45.3,3,9,2,7,13,4,2017-09-26,3.316666666666668
E0988,HR,60155.45,2.8,3.85,0,2023-02-28,134.6,27.2,4,6,2,5,42,4,2018-09-01,3.1933333333333347
E0989,Business Solution,77159.28,1.5,3.58,0,2023-08-30,183.1,22.1,3,3,3,2,36,6,2023-12-11,3.6233333333333344
E0990,Business Solution,77515.39,2.1,2.18,0,2020-12-18,200.0,29.0,3,7,3,4,16,1,2022-02-10,3.7833333333333345
E0991,Marketing and Communications,71915.88,4.3,,0,2023-01-28,152.4,20.6,4,5,4,5,41,3,2023-10-16,3.2033333333333345
E0992,HR,60079.3,2.3,1.12,0,2024-10-26,134.2,24.6,1,7,3,2,21,2,2015-12-20,
E0993,Customer Success,53661.89,2.2,3.05,0,2023-07-07,151.9,39.6,3,7,4,2,28,4,2016-01-20,
E0994,Sales,80651.6,2.6,3.53,0,2022-12-22,160.3,25.7,4,2,4,1,10,4,2015-12-11,
E0995,Datazone,78607.06,6.72,2.57,1,2024-06-07,171.3,24.4,2,9,3,1,19,3,2017-08-12,2.5666666666666678
E0996,Product Engineering,95128.41,1.2,,0,2024-11-18,148.2,46.7,3,3,3,3,17,4,2020-12-12,3.0500000000000007
E0997,Datazone,85177.48,3.2,3.57,0,2020-08-02,191.1,10.7,5,7,3,4,1,1,2023-05-05,
E0998,Product Engineering,91244.75,6.7,3.79,0,2020-11-11,137.7,18.7,3,5,4,2,13,2,2024-02-13,
E0999,Sales,82168.46,1.82,3.21,1,2022-04-12,125.2,21.9,2,10,3,1,36,3,2023-01-21,
